城市,年度,gap,gap_to_gdp
深圳,2014,83.69999999999982,0.005230655012992261
深圳,2015,794.8200000000002,0.04541086428160884
深圳,2016,1074.5500000000002,0.05512604783353684
深圳,2017,1261.67,0.05609900551621472
深圳,2018,744.1300000000001,0.030721270515457453
深圳,2019,779.3499999999995,0.028943068295762597
深圳,2020,320.3300000000004,0.011576797976147466
深圳,2021,312.52000000000044,0.010191473299233502
深圳,2022,984.94,0.030410946384551163
深圳,2023,899.29,0.025986534127029993
深圳,2024,786.69,0.02137635940782357
石家庄,2006,50.879999999999995,0.025105717373176156
石家庄,2007,67.29999999999998,0.02850825171981429
石家庄,2008,83.74999999999999,0.029506371614694344
石家庄,2009,114.96,0.038307230923025654
石家庄,2010,141.53000000000003,0.04161423110849751
石家庄,2011,182.31000000000003,0.04465449165744071
石家庄,2012,191.81,0.04262255010888405
石家庄,2013,207.82000000000005,0.042729138138767934
石家庄,2014,223.01999999999998,0.04313507805201662
石家庄,2015,307.34,0.05649009300444803
石家庄,2016,335.4,0.05658152446214656
石家庄,2017,345.84000000000003,0.05352831193273982
石家庄,2018,471.93000000000006,0.07758663207630924
石家庄,2019,482.2600000000001,0.08300516351118763
石家庄,2020,510.03999999999996,0.08593765796124683
石家庄,2021,471.38,0.07262838389596783
石家庄,2022,558.2700000000001,0.07862249036706552
石家庄,2023,536.9399999999999,0.07126891425537563
石家庄,2024,528.61,0.06443760178656759
福州,2006,-5.560000000000002,-0.003341245755836665
福州,2007,-3.469999999999999,-0.0017573357372200665
福州,2008,9.339999999999975,0.0040890305407677114
福州,2009,9.830000000000013,0.0037749615975422473
福州,2010,14.600000000000023,0.004674393289364162
福州,2011,43.25999999999999,0.011578051482986204
福州,2012,28.710000000000036,0.006806059312993394
福州,2013,79.87,0.017071711018488832
福州,2014,63.93999999999994,0.012369514582640108
福州,2015,165.4699999999999,0.029453122775040568
福州,2016,231.01999999999998,0.037275479053317066
福州,2017,304.70000000000005,0.04289495171326408
福州,2018,244.38,0.03110422677906173
福州,2019,281.67999999999995,0.02999148211243611
福州,2020,275.78999999999996,0.02752395209580838
福州,2021,175.40999999999997,0.015489452937353413
福州,2022,307.57000000000005,0.024988970794338428
福州,2023,250.81999999999994,0.01940129950495049
福州,2024,274.98,0.019314787915227904
西宁,2006,20.150000000000002,0.07155285678775612
西宁,2007,26.639999999999997,0.07779010687379548
西宁,2008,43.8,0.10374475946848574
西宁,2009,56.970000000000006,0.11371257485029941
西宁,2010,74.4,0.11841477001432439
西宁,2011,104.78999999999999,0.13596730245231606
西宁,2012,130.54999999999998,0.15338973093643518
西宁,2013,140.45999999999998,0.14354184337731085
西宁,2014,164.26,0.15412186379928314
西宁,2015,185.23999999999995,0.1636945264311341
西宁,2016,212.59,0.17032135045706914
西宁,2017,209.21,0.16282074230879984
西宁,2018,204.54000000000002,0.15900062965928438
西宁,2019,226.25,0.17036897590361447
西宁,2020,196.0,0.14275309541150766
西宁,2021,189.93,0.12263121533584283
西宁,2022,207.32000000000002,0.12608021406634842
西宁,2023,274.65999999999997,0.15250416435313713
西宁,2024,266.52,0.143129494277935
西安,2006,33.33,0.022616850333858095
西安,2007,48.33,0.027402153390825124
西安,2008,81.38,0.03715913864586948
西安,2009,95.45000000000002,0.03504038179148312
西安,2010,129.76,0.04003084991516273
西安,2011,176.02999999999997,0.045553942461719205
西安,2012,200.53000000000003,0.04592886099722865
西安,2013,227.82999999999993,0.046646997520541
西安,2014,235.75,0.04292107256255644
西安,2015,266.25,0.04589567675653313
西安,2016,301.44999999999993,0.04817665465912758
西安,2017,390.5899999999999,0.052288867915687716
