地区,年份,指标,值
深圳,2023,商品房销售额,762.0
南宁,2023,商品房销售额,952.23
海口,2023,商品房销售额,325.79
重庆,2023,商品房销售额,3557.25
成都,2023,商品房销售额,2204.57
贵阳,2023,商品房销售额,478.21
昆明,2023,商品房销售额,749.49
西安,2023,商品房销售额,1265.33
兰州,2023,商品房销售额,335.75
西宁,2023,商品房销售额,106.15
银川,2023,商品房销售额,350.85
乌鲁木齐,2023,商品房销售额,549.0
北京,2022,商品房销售额,1039.98
天津,2022,商品房销售额,973.77
石家庄,2022,商品房销售额,606.06
太原,2022,商品房销售额,507.37
呼和浩特,2022,商品房销售额,145.83
沈阳,2022,商品房销售额,648.89
大连,2022,商品房销售额,434.33
长春,2022,商品房销售额,540.77
哈尔滨,2022,商品房销售额,408.97
上海,2022,商品房销售额,1852.88
南京,2022,商品房销售额,942.32
杭州,2022,商品房销售额,1393.66
宁波,2022,商品房销售额,1128.8
合肥,2022,商品房销售额,1459.18
福州,2022,商品房销售额,1419.7
厦门,2022,商品房销售额,607.63
南昌,2022,商品房销售额,1390.7
济南,2022,商品房销售额,1241.95
青岛,2022,商品房销售额,1563.73
郑州,2022,商品房销售额,1999.36
武汉,2022,商品房销售额,2122.34
长沙,2022,商品房销售额,1699.36
广州,2022,商品房销售额,1374.07
深圳,2022,商品房销售额,679.11
南宁,2022,商品房销售额,1324.72
海口,2022,商品房销售额,269.44
重庆,2022,商品房销售额,4142.92
成都,2022,商品房销售额,2549.4
贵阳,2022,商品房销售额,829.14
昆明,2022,商品房销售额,822.5
西安,2022,商品房销售额,1382.76
兰州,2022,商品房销售额,282.23
西宁,2022,商品房销售额,100.21
银川,2022,商品房销售额,403.71
乌鲁木齐,2022,商品房销售额,449.43
北京,2021,商品房销售额,1107.07
天津,2021,商品房销售额,1435.42
石家庄,2021,商品房销售额,720.29
太原,2021,商品房销售额,821.78
呼和浩特,2021,商品房销售额,309.66
沈阳,2021,商品房销售额,1092.7
大连,2021,商品房销售额,687.71
长春,2021,商品房销售额,1027.25
哈尔滨,2021,商品房销售额,609.45
上海,2021,商品房销售额,1880.45
南京,2021,商品房销售额,1510.95
杭州,2021,商品房销售额,2236.25
宁波,2021,商品房销售额,1606.23
合肥,2021,商品房销售额,1836.59
福州,2021,商品房销售额,2138.49
厦门,2021,商品房销售额,593.04
南昌,2021,商品房销售额,2019.49
济南,2021,商品房销售额,1548.2
青岛,2021,商品房销售额,1644.52
郑州,2021,商品房销售额,2699.38
武汉,2021,商品房销售额,2759.39
长沙,2021,商品房销售额,2606.17
广州,2021,商品房销售额,1736.31
深圳,2021,商品房销售额,799.59
南宁,2021,商品房销售额,1494.08
海口,2021,商品房销售额,484.6
重庆,2021,商品房销售额,6197.71
成都,2021,商品房销售额,3644.11
贵阳,2021,商品房销售额,1407.55
昆明,2021,商品房销售额,1297.56
西安,2021,商品房销售额,1492.92
兰州,2021,商品房销售额,799.58
西宁,2021,商品房销售额,226.64
银川,2021,商品房销售额,641.57
乌鲁木齐,2021,商品房销售额,764.16
北京,2020,商品房销售额,970.88
天津,2020,商品房销售额,1306.96
石家庄,2020,商品房销售额,656.26
太原,2020,商品房销售额,781.36
呼和浩特,2020,商品房销售额,413.76
沈阳,2020,商品房销售额,1381.32
大连,2020,商品房销售额,714.84
长春,2020,商品房销售额,1054.41
哈尔滨,2020,商品房销售额,768.5
上海,2020,商品房销售额,1789.16
南京,2020,商品房销售额,1324.67
杭州,2020,商品房销售额,1699.34
宁波,2020,商品房销售额,1858.2
合肥,2020,商品房销售额,1486.11
福州,2020,商品房销售额,1888.1
厦门,2020,商品房销售额,621.82
南昌,2020,商品房销售额,1770.83
济南,2020,商品房销售额,1335.75
青岛,2020,商品房销售额,1653.59
郑州,2020,商品房销售额,3426.06
武汉,2020,商品房销售额,2646.37
长沙,2020,商品房销售额,2377.43
广州,2020,商品房销售额,1539.4
深圳,2020,商品房销售额,908.8
南宁,2020,商品房销售额,1837.59
海口,2020,商品房销售额,463.74
重庆,2020,商品房销售额,6143.47
成都,2020,商品房销售额,3680.3
贵阳,2020,商品房销售额,1235.75
昆明,2020,商品房销售额,1878.8
西安,2020,商品房销售额,2081.48
兰州,2020,商品房销售额,846.48
西宁,2020,商品房销售额,298.97
银川,2020,商品房销售额,751.75
乌鲁木齐,2020,商品房销售额,716.09
北京,2019,商品房销售额,938.86
天津,2019,商品房销售额,1478.68
石家庄,2019,商品房销售额,782.28
太原,2019,商品房销售额,741.1
呼和浩特,2019,商品房销售额,326.0
沈阳,2019,商品房销售额,1453.53
大连,2019,商品房销售额,658.87
长春,2019,商品房销售额,1342.37
哈尔滨,2019,商品房销售额,964.78
上海,2019,商品房销售额,1696.34
南京,2019,商品房销售额,1320.65
杭州,2019,商品房销售额,1513.62
宁波,2019,商品房销售额,1714.64
合肥,2019,商品房销售额,1321.87
福州,2019,商品房销售额,1708.19
厦门,2019,商品房销售额,540.77
南昌,2019,商品房销售额,1906.13
济南,2019,商品房销售额,1151.0
青岛,2019,商品房销售额,1651.83
郑州,2019,商品房销售额,3593.27
武汉,2019,商品房销售额,3332.34
长沙,2019,商品房销售额,2335.15
广州,2019,商品房销售额,1464.64
深圳,2019,商品房销售额,806.56
南宁,2019,商品房销售额,1805.23
海口,2019,商品房销售额,440.56
重庆,2019,商品房销售额,6104.68
成都,2019,商品房销售额,3543.28
贵阳,2019,商品房销售额,1099.27
昆明,2019,商品房销售额,1916.23
西安,2019,商品房销售额,2375.41
兰州,2019,商品房销售额,718.44
西宁,2019,商品房销售额,321.24
银川,2019,商品房销售额,679.38
乌鲁木齐,2019,商品房销售额,657.42
北京,2018,商品房销售额,696.19
天津,2018,商品房销售额,1249.87
石家庄,2018,商品房销售额,844.69
太原,2018,商品房销售额,839.42
呼和浩特,2018,商品房销售额,396.05
沈阳,2018,商品房销售额,1354.82
大连,2018,商品房销售额,775.95
长春,2018,商品房销售额,1288.44
哈尔滨,2018,商品房销售额,1050.58
上海,2018,商品房销售额,1767.01
南京,2018,商品房销售额,1220.73
杭州,2018,商品房销售额,1675.98
宁波,2018,商品房销售额,1624.38
合肥,2018,商品房销售额,1389.58
福州,2018,商品房销售额,1711.05
厦门,2018,商品房销售额,529.42
南昌,2018,商品房销售额,1846.31
济南,2018,商品房销售额,1236.3
青岛,2018,商品房销售额,1808.02
郑州,2018,商品房销售额,3712.11
武汉,2018,商品房销售额,3646.94
长沙,2018,商品房销售额,2386.74
广州,2018,商品房销售额,1550.28
深圳,2018,商品房销售额,722.01
南宁,2018,商品房销售额,1745.19
海口,2018,商品房销售额,393.32
重庆,2018,商品房销售额,6536.25
成都,2018,商品房销售额,3682.52
贵阳,2018,商品房销售额,1114.56
昆明,2018,商品房销售额,1909.72
西安,2018,商品房销售额,2621.72
兰州,2018,商品房销售额,642.42
西宁,2018,商品房销售额,332.22
银川,2018,商品房销售额,612.83
乌鲁木齐,2018,商品房销售额,605.3
北京,2017,商品房销售额,869.95
天津,2017,商品房销售额,1482.12
石家庄,2017,商品房销售额,1027.34
太原,2017,商品房销售额,786.41
呼和浩特,2017,商品房销售额,316.51
沈阳,2017,商品房销售额,1300.24
大连,2017,商品房销售额,839.84
长春,2017,商品房销售额,1147.19
哈尔滨,2017,商品房销售额,1269.54
上海,2017,商品房销售额,1691.6
南京,2017,商品房销售额,1429.61
杭州,2017,商品房销售额,2054.11
宁波,2017,商品房销售额,1543.64
合肥,2017,商品房销售额,1283.4
福州,2017,商品房销售额,1685.46
厦门,2017,商品房销售额,527.88
南昌,2017,商品房销售额,1610.43
济南,2017,商品房销售额,1216.27
青岛,2017,商品房销售额,1900.74
郑州,2017,商品房销售额,3097.81
武汉,2017,商品房销售额,3532.61
长沙,2017,商品房销售额,2260.79
广州,2017,商品房销售额,1757.75
深圳,2017,商品房销售额,671.03
南宁,2017,商品房销售额,1544.13
海口,2017,商品房销售额,549.59
重庆,2017,商品房销售额,6711.0
成都,2017,商品房销售额,3925.91
贵阳,2017,商品房销售额,1068.67
昆明,2017,商品房销售额,1827.25
西安,2017,商品房销售额,2459.35
兰州,2017,商品房销售额,697.93
西宁,2017,商品房销售额,388.22
银川,2017,商品房销售额,595.22
乌鲁木齐,2017,商品房销售额,606.94
北京,2016,商品房销售额,1658.93
天津,2016,商品房销售额,2711.08
石家庄,2016,商品房销售额,798.42
太原,2016,商品房销售额,609.84
呼和浩特,2016,商品房销售额,425.49
沈阳,2016,商品房销售额,1184.32
大连,2016,商品房销售额,707.49
长春,2016,商品房销售额,1017.75
哈尔滨,2016,商品房销售额,1057.96
上海,2016,商品房销售额,2705.69
南京,2016,商品房销售额,1558.18
杭州,2016,商品房销售额,2327.86
宁波,2016,商品房销售额,1336.95
合肥,2016,商品房销售额,2098.34
福州,2016,商品房销售额,1221.33
厦门,2016,商品房销售额,528.86
南昌,2016,商品房销售额,1244.65
济南,2016,商品房销售额,1425.29
青岛,2016,商品房销售额,1939.22
郑州,2016,商品房销售额,2859.18
武汉,2016,商品房销售额,3255.66
长沙,2016,商品房销售额,2613.26
广州,2016,商品房销售额,1949.1
深圳,2016,商品房销售额,736.19
南宁,2016,商品房销售额,1327.53
海口,2016,商品房销售额,432.71
重庆,2016,商品房销售额,6257.15
成都,2016,商品房销售额,3928.77
贵阳,2016,商品房销售额,981.87
昆明,2016,商品房销售额,1520.87
西安,2016,商品房销售额,2036.18
兰州,2016,商品房销售额,828.79
西宁,2016,商品房销售额,352.6
银川,2016,商品房销售额,564.86
乌鲁木齐,2016,商品房销售额,582.0
北京,2015,商品房销售额,1554.25
天津,2015,商品房销售额,1771.07
石家庄,2015,商品房销售额,757.82
太原,2015,商品房销售额,448.28
呼和浩特,2015,商品房销售额,381.81
沈阳,2015,商品房销售额,1065.06
大连,2015,商品房销售额,637.33
长春,2015,商品房销售额,799.12
哈尔滨,2015,商品房销售额,895.98
上海,2015,商品房销售额,2431.36
南京,2015,商品房销售额,1543.16
杭州,2015,商品房销售额,1482.17
宁波,2015,商品房销售额,1007.21
合肥,2015,商品房销售额,1589.21
福州,2015,商品房销售额,914.7
厦门,2015,商品房销售额,570.83
南昌,2015,商品房销售额,901.02
济南,2015,商品房销售额,1192.12
青岛,2015,商品房销售额,1418.58
郑州,2015,商品房销售额,1898.67
武汉,2015,商品房销售额,2627.19
长沙,2015,商品房销售额,1907.91
广州,2015,商品房销售额,1653.07
深圳,2015,商品房销售额,831.46
南宁,2015,商品房销售额,1000.73
海口,2015,商品房销售额,373.4
重庆,2015,商品房销售额,5381.37
成都,2015,商品房销售额,2997.43
贵阳,2015,商品房销售额,959.55
昆明,2015,商品房销售额,1305.03
西安,2015,商品房销售额,1762.7
兰州,2015,商品房销售额,628.12
西宁,2015,商品房销售额,311.86
银川,2015,商品房销售额,529.81
乌鲁木齐,2015,商品房销售额,524.96
北京,2014,商品房销售额,1454.19
天津,2014,商品房销售额,1612.98
石家庄,2014,商品房销售额,888.26
太原,2014,商品房销售额,419.21
呼和浩特,2014,商品房销售额,363.91
沈阳,2014,商品房销售额,1498.4
大连,2014,商品房销售额,746.4
长春,2014,商品房销售额,758.84
哈尔滨,2014,商品房销售额,1041.05
上海,2014,商品房销售额,2084.66
南京,2014,商品房销售额,1207.58
杭州,2014,商品房销售额,1122.91
宁波,2014,商品房销售额,726.44
合肥,2014,商品房销售额,1594.79
福州,2014,商品房销售额,965.6
厦门,2014,商品房销售额,790.21
南昌,2014,商品房销售额,824.66
济南,2014,商品房销售额,865.35
青岛,2014,商品房销售额,1163.53
郑州,2014,商品房销售额,1591.91
武汉,2014,商品房销售额,2273.16
长沙,2014,商品房销售额,1518.47
广州,2014,商品房销售额,1540.02
深圳,2014,商品房销售额,532.57
南宁,2014,商品房销售额,802.57
海口,2014,商品房销售额,337.66
重庆,2014,商品房销售额,5100.39
成都,2014,商品房销售额,2951.3
贵阳,2014,商品房销售额,935.55
昆明,2014,商品房销售额,1289.37
西安,2014,商品房销售额,1696.39
兰州,2014,商品房销售额,480.36
西宁,2014,商品房销售额,305.71
银川,2014,商品房销售额,724.59
乌鲁木齐,2014,商品房销售额,461.79
北京,2013,商品房销售额,1903.11
天津,2013,商品房销售额,1847.11
石家庄,2013,商品房销售额,951.21
太原,2013,商品房销售额,423.31
呼和浩特,2013,商品房销售额,420.45
沈阳,2013,商品房销售额,2262.33
大连,2013,商品房销售额,1222.13
长春,2013,商品房销售额,847.06
哈尔滨,2013,商品房销售额,1370.48
上海,2013,商品房销售额,2382.2
南京,2013,商品房销售额,1222.01
杭州,2013,商品房销售额,1139.13
宁波,2013,商品房销售额,730.09
合肥,2013,商品房销售额,1628.09
福州,2013,商品房销售额,1256.49
厦门,2013,商品房销售额,786.71
南昌,2013,商品房销售额,841.49
济南,2013,商品房销售额,822.63
青岛,2013,商品房销售额,1160.16
郑州,2013,商品房销售额,1621.89
武汉,2013,商品房销售额,1995.36
长沙,2013,商品房销售额,1861.56
广州,2013,商品房销售额,1699.98
深圳,2013,商品房销售额,588.58
南宁,2013,商品房销售额,702.6
海口,2013,商品房销售额,338.19
重庆,2013,商品房销售额,4817.56
成都,2013,商品房销售额,2950.13
贵阳,2013,商品房销售额,1282.01
昆明,2013,商品房销售额,1211.2
西安,2013,商品房销售额,1632.85
兰州,2013,商品房销售额,253.46
西宁,2013,商品房销售额,277.8
银川,2013,商品房销售额,612.11
乌鲁木齐,2013,商品房销售额,535.67
北京,2012,商品房销售额,1943.74
天津,2012,商品房销售额,1661.69
石家庄,2012,商品房销售额,768.73
太原,2012,商品房销售额,324.81
呼和浩特,2012,商品房销售额,478.18
沈阳,2012,商品房销售额,2469.65
大连,2012,商品房销售额,1076.36
长春,2012,商品房销售额,908.0
哈尔滨,2012,商品房销售额,1195.28
上海,2012,商品房销售额,1898.46
南京,2012,商品房销售额,950.87
杭州,2012,商品房销售额,1089.62
宁波,2012,商品房销售额,590.22
合肥,2012,商品房销售额,1242.48
福州,2012,商品房销售额,841.5
厦门,2012,商品房销售额,615.34
南昌,2012,商品房销售额,689.86
济南,2012,商品房销售额,659.56
青岛,2012,商品房销售额,950.92
郑州,2012,商品房销售额,1441.87
武汉,2012,商品房销售额,1576.11
长沙,2012,商品房销售额,1526.93
广州,2012,商品房销售额,1333.13
深圳,2012,商品房销售额,525.83
南宁,2012,商品房销售额,629.01
海口,2012,商品房销售额,266.95
重庆,2012,商品房销售额,4522.4
成都,2012,商品房销售额,2844.09
贵阳,2012,商品房销售额,1023.84
昆明,2012,商品房销售额,1051.35
西安,2012,商品房销售额,1532.9
兰州,2012,商品房销售额,190.35
西宁,2012,商品房销售额,177.04
银川,2012,商品房销售额,450.26
乌鲁木齐,2012,商品房销售额,371.61
北京,2011,商品房销售额,1439.2
天津,2011,商品房销售额,1594.57
石家庄,2011,商品房销售额,922.24
太原,2011,商品房销售额,216.18
呼和浩特,2011,商品房销售额,449.71
沈阳,2011,商品房销售额,2165.17
大连,2011,商品房销售额,909.91
长春,2011,商品房销售额,879.14
哈尔滨,2011,商品房销售额,998.59
上海,2011,商品房销售额,1790.86
南京,2011,商品房销售额,767.71
杭州,2011,商品房销售额,738.04
宁波,2011,商品房销售额,526.53
合肥,2011,商品房销售额,1245.98
福州,2011,商品房销售额,621.04
厦门,2011,商品房销售额,445.39
南昌,2011,商品房销售额,499.13
济南,2011,商品房销售额,596.17
青岛,2011,商品房销售额,1029.91
郑州,2011,商品房销售额,1563.22
武汉,2011,商品房销售额,1329.34
长沙,2011,商品房销售额,1508.18
广州,2011,商品房销售额,1194.08
深圳,2011,商品房销售额,496.89
南宁,2011,商品房销售额,711.73
海口,2011,商品房销售额,221.8
重庆,2011,商品房销售额,4533.5
成都,2011,商品房销售额,2676.04
贵阳,2011,商品房销售额,807.53
昆明,2011,商品房销售额,1121.3
西安,2011,商品房销售额,1768.52
兰州,2011,商品房销售额,131.09
西宁,2011,商品房销售额,265.61
银川,2011,商品房销售额,489.03
乌鲁木齐,2011,商品房销售额,465.84
北京,2010,商品房销售额,1639.53
天津,2010,商品房销售额,1514.52
石家庄,2010,商品房销售额,469.31
太原,2010,商品房销售额,258.82
呼和浩特,2010,商品房销售额,471.88
沈阳,2010,商品房销售额,1746.52
大连,2010,商品房销售额,1215.33
长春,2010,商品房销售额,863.08
哈尔滨,2010,商品房销售额,881.75
上海,2010,商品房销售额,2060.96
南京,2010,商品房销售额,823.17
杭州,2010,商品房销售额,988.34
宁波,2010,商品房销售额,693.56
合肥,2010,商品房销售额,1004.7
福州,2010,商品房销售额,597.8
厦门,2010,商品房销售额,426.77
南昌,2010,商品房销售额,520.84
济南,2010,商品房销售额,531.49
青岛,2010,商品房销售额,1360.69
郑州,2010,商品房销售额,1558.72
武汉,2010,商品房销售额,1211.71
长沙,2010,商品房销售额,1680.21
广州,2010,商品房销售额,1405.13
深圳,2010,商品房销售额,465.59
南宁,2010,商品房销售额,669.4
海口,2010,商品房销售额,209.76
重庆,2010,商品房销售额,4314.39
成都,2010,商品房销售额,2559.28
贵阳,2010,商品房销售额,801.56
昆明,2010,商品房销售额,1241.01
西安,2010,商品房销售额,1587.81
兰州,2010,商品房销售额,228.21
西宁,2010,商品房销售额,217.1
银川,2010,商品房销售额,590.04
乌鲁木齐,2010,商品房销售额,444.61
北京,2009,商品房销售额,2362.25
天津,2009,商品房销售额,1590.02
石家庄,2009,商品房销售额,349.76
太原,2009,商品房销售额,183.8
呼和浩特,2009,商品房销售额,379.58
沈阳,2009,商品房销售额,1532.93
大连,2009,商品房销售额,1152.68
长春,2009,商品房销售额,715.72
哈尔滨,2009,商品房销售额,705.28
上海,2009,商品房销售额,3372.45
南京,2009,商品房销售额,1186.94
杭州,2009,商品房销售额,1456.38
宁波,2009,商品房销售额,815.18
合肥,2009,商品房销售额,1297.95
福州,2009,商品房销售额,690.13
厦门,2009,商品房销售额,529.29
南昌,2009,商品房销售额,494.69
济南,2009,商品房销售额,441.06
青岛,2009,商品房销售额,1261.86
郑州,2009,商品房销售额,1197.1
武汉,2009,商品房销售额,1086.99
长沙,2009,商品房销售额,1406.58
广州,2009,商品房销售额,1375.42
深圳,2009,商品房销售额,762.15
南宁,2009,商品房销售额,731.74
海口,2009,商品房销售额,191.78
重庆,2009,商品房销售额,4002.89
成都,2009,商品房销售额,2708.76
贵阳,2009,商品房销售额,818.22
昆明,2009,商品房销售额,853.27
西安,2009,商品房销售额,1256.02
兰州,2009,商品房销售额,244.03
西宁,2009,商品房销售额,154.68
银川,2009,商品房销售额,511.43
乌鲁木齐,2009,商品房销售额,537.27
北京,2008,商品房销售额,1335.37
天津,2008,商品房销售额,1252.04
石家庄,2008,商品房销售额,338.86
太原,2008,商品房销售额,182.94
呼和浩特,2008,商品房销售额,331.89
沈阳,2008,商品房销售额,1465.05
大连,2008,商品房销售额,822.71
长春,2008,商品房销售额,570.64
哈尔滨,2008,商品房销售额,587.08
上海,2008,商品房销售额,2339.29
南京,2008,商品房销售额,703.55
杭州,2008,商品房销售额,775.02
宁波,2008,商品房销售额,448.38
合肥,2008,商品房销售额,933.13
福州,2008,商品房销售额,370.66
厦门,2008,商品房销售额,389.47
南昌,2008,商品房销售额,335.48
济南,2008,商品房销售额,371.16
青岛,2008,商品房销售额,770.3
郑州,2008,商品房销售额,736.85
武汉,2008,商品房销售额,732.07
长沙,2008,商品房销售额,858.74
广州,2008,商品房销售额,1024.96
深圳,2008,商品房销售额,466.71
南宁,2008,商品房销售额,497.23
海口,2008,商品房销售额,176.29
重庆,2008,商品房销售额,2872.19
成都,2008,商品房销售额,1459.5
贵阳,2008,商品房销售额,411.93
昆明,2008,商品房销售额,585.92
西安,2008,商品房销售额,767.23
兰州,2008,商品房销售额,140.17
西宁,2008,商品房销售额,108.31
银川,2008,商品房销售额,307.73
乌鲁木齐,2008,商品房销售额,296.1
北京,2007,商品房销售额,2176.57
天津,2007,商品房销售额,1548.59
石家庄,2007,商品房销售额,393.58
太原,2007,商品房销售额,167.23
呼和浩特,2007,商品房销售额,225.89
沈阳,2007,商品房销售额,1462.04
大连,2007,商品房销售额,828.24
长春,2007,商品房销售额,513.77
哈尔滨,2007,商品房销售额,748.95
上海,2007,商品房销售额,3694.96
南京,2007,商品房销售额,1137.88
杭州,2007,商品房销售额,1150.28
宁波,2007,商品房销售额,804.43
合肥,2007,商品房销售额,1042.69
福州,2007,商品房销售额,645.63
厦门,2007,商品房销售额,497.7
南昌,2007,商品房销售额,478.99
济南,2007,商品房销售额,320.24
青岛,2007,商品房销售额,833.29
郑州,2007,商品房销售额,1097.9
武汉,2007,商品房销售额,1135.41
长沙,2007,商品房销售额,978.56
广州,2007,商品房销售额,1351.33
深圳,2007,商品房销售额,555.11
南宁,2007,商品房销售额,628.84
海口,2007,商品房销售额,170.46
重庆,2007,商品房销售额,3552.92
成都,2007,商品房销售额,2225.5
贵阳,2007,商品房销售额,439.28
昆明,2007,商品房销售额,928.82
西安,2007,商品房销售额,833.92
兰州,2007,商品房销售额,268.98
西宁,2007,商品房销售额,139.55
银川,2007,商品房销售额,335.97
乌鲁木齐,2007,商品房销售额,498.69
北京,2006,商品房销售额,2607.62
天津,2006,商品房销售额,1458.6
石家庄,2006,商品房销售额,303.53
太原,2006,商品房销售额,137.23
呼和浩特,2006,商品房销售额,215.32
沈阳,2006,商品房销售额,1243.79
大连,2006,商品房销售额,628.78
长春,2006,商品房销售额,408.25
哈尔滨,2006,商品房销售额,674.41
上海,2006,商品房销售额,3025.4
南京,2006,商品房销售额,1010.5
杭州,2006,商品房销售额,761.76
宁波,2006,商品房销售额,609.31
合肥,2006,商品房销售额,650.31
福州,2006,商品房销售额,664.58
厦门,2006,商品房销售额,433.27
南昌,2006,商品房销售额,383.51
济南,2006,商品房销售额,284.66
青岛,2006,商品房销售额,718.41
郑州,2006,商品房销售额,800.82
武汉,2006,商品房销售额,960.88
长沙,2006,商品房销售额,741.69
广州,2006,商品房销售额,1316.88
深圳,2006,商品房销售额,749.08
南宁,2006,商品房销售额,456.0
海口,2006,商品房销售额,141.64
重庆,2006,商品房销售额,2228.46
成都,2006,商品房销售额,1590.56
贵阳,2006,商品房销售额,387.72
昆明,2006,商品房销售额,913.3
西安,2006,商品房销售额,621.5
兰州,2006,商品房销售额,208.63
西宁,2006,商品房销售额,106.44
银川,2006,商品房销售额,239.99
乌鲁木齐,2006,商品房销售额,413.45
北京,2024,商品房销售面积,1118.65
天津,2024,商品房销售面积,1183.81
石家庄,2024,商品房销售面积,490.5
太原,2024,商品房销售面积,399.01
呼和浩特,2024,商品房销售面积,186.1
沈阳,2024,商品房销售面积,522.57
大连,2024,商品房销售面积,292.72
长春,2024,商品房销售面积,530.41
哈尔滨,2024,商品房销售面积,313.86
上海,2024,商品房销售面积,1656.86
南京,2024,商品房销售面积,930.12
杭州,2024,商品房销售面积,1038.06
宁波,2024,商品房销售面积,796.27
合肥,2024,商品房销售面积,974.03
福州,2024,商品房销售面积,739.15
厦门,2024,商品房销售面积,484.68
南昌,2024,商品房销售面积,690.05
济南,2024,商品房销售面积,1036.28
青岛,2024,商品房销售面积,1193.94
郑州,2024,商品房销售面积,1908.95
武汉,2024,商品房销售面积,1998.3
长沙,2024,商品房销售面积,1356.8
广州,2024,商品房销售面积,1159.25
深圳,2024,商品房销售面积,828.67
南宁,2024,商品房销售面积,807.38
海口,2024,商品房销售面积,381.19
重庆,2024,商品房销售面积,2980.17
成都,2024,商品房销售面积,1968.14
贵阳,2024,商品房销售面积,507.07
昆明,2024,商品房销售面积,639.02
西安,2024,商品房销售面积,1208.31
兰州,2024,商品房销售面积,305.75
西宁,2024,商品房销售面积,104.57
银川,2024,商品房销售面积,262.76
乌鲁木齐,2024,商品房销售面积,409.01
北京,2023,商品房销售面积,1131.82
天津,2023,商品房销售面积,1178.51
石家庄,2023,商品房销售面积,586.75
太原,2023,商品房销售面积,532.78
呼和浩特,2023,商品房销售面积,187.79
沈阳,2023,商品房销售面积,530.33
大连,2023,商品房销售面积,309.03
长春,2023,商品房销售面积,570.74
哈尔滨,2023,商品房销售面积,388.65
上海,2023,商品房销售面积,1811.71
南京,2023,商品房销售面积,906.77
杭州,2023,商品房销售面积,1447.34
宁波,2023,商品房销售面积,901.56
合肥,2023,商品房销售面积,1109.25
福州,2023,商品房销售面积,877.41
厦门,2023,商品房销售面积,603.79
南昌,2023,商品房销售面积,717.77
济南,2023,商品房销售面积,1170.22
青岛,2023,商品房销售面积,1454.85
郑州,2023,商品房销售面积,2027.8
武汉,2023,商品房销售面积,1972.96
长沙,2023,商品房销售面积,1556.78
广州,2023,商品房销售面积,1404.49
深圳,2023,商品房销售面积,762.0
南宁,2023,商品房销售面积,952.23
海口,2023,商品房销售面积,325.79
重庆,2023,商品房销售面积,3557.25
成都,2023,商品房销售面积,2204.57
贵阳,2023,商品房销售面积,478.21
昆明,2023,商品房销售面积,749.49
西安,2023,商品房销售面积,1265.33
兰州,2023,商品房销售面积,335.75
西宁,2023,商品房销售面积,106.15
银川,2023,商品房销售面积,350.85
乌鲁木齐,2023,商品房销售面积,549.0
北京,2022,商品房销售面积,1039.98
天津,2022,商品房销售面积,973.77
石家庄,2022,商品房销售面积,606.06
太原,2022,商品房销售面积,507.37
呼和浩特,2022,商品房销售面积,145.83
沈阳,2022,商品房销售面积,648.89
大连,2022,商品房销售面积,434.33
长春,2022,商品房销售面积,540.77
哈尔滨,2022,商品房销售面积,408.97
上海,2022,商品房销售面积,1852.88
南京,2022,商品房销售面积,942.32
杭州,2022,商品房销售面积,1393.66
宁波,2022,商品房销售面积,1128.8
合肥,2022,商品房销售面积,1459.18
福州,2022,商品房销售面积,1419.7
厦门,2022,商品房销售面积,607.63
南昌,2022,商品房销售面积,1390.7
济南,2022,商品房销售面积,1241.95
青岛,2022,商品房销售面积,1563.73
郑州,2022,商品房销售面积,1999.36
武汉,2022,商品房销售面积,2122.34
长沙,2022,商品房销售面积,1699.36
广州,2022,商品房销售面积,1374.07
深圳,2022,商品房销售面积,679.11
南宁,2022,商品房销售面积,1324.72
海口,2022,商品房销售面积,269.44
重庆,2022,商品房销售面积,4142.92
成都,2022,商品房销售面积,2549.4
贵阳,2022,商品房销售面积,829.14
昆明,2022,商品房销售面积,822.5
西安,2022,商品房销售面积,1382.76
兰州,2022,商品房销售面积,282.23
西宁,2022,商品房销售面积,100.21
银川,2022,商品房销售面积,403.71
乌鲁木齐,2022,商品房销售面积,449.43
北京,2021,商品房销售面积,1107.07
天津,2021,商品房销售面积,1435.42
石家庄,2021,商品房销售面积,720.29
太原,2021,商品房销售面积,821.78
呼和浩特,2021,商品房销售面积,309.66
沈阳,2021,商品房销售面积,1092.7
大连,2021,商品房销售面积,687.71
长春,2021,商品房销售面积,1027.25
哈尔滨,2021,商品房销售面积,609.45
上海,2021,商品房销售面积,1880.45
南京,2021,商品房销售面积,1510.95
杭州,2021,商品房销售面积,2236.25
宁波,2021,商品房销售面积,1606.23
合肥,2021,商品房销售面积,1836.59
福州,2021,商品房销售面积,2138.49
厦门,2021,商品房销售面积,593.04
南昌,2021,商品房销售面积,2019.49
济南,2021,商品房销售面积,1548.2
青岛,2021,商品房销售面积,1644.52
郑州,2021,商品房销售面积,2699.38
武汉,2021,商品房销售面积,2759.39
长沙,2021,商品房销售面积,2606.17
广州,2021,商品房销售面积,1736.31
深圳,2021,商品房销售面积,799.59
南宁,2021,商品房销售面积,1494.08
海口,2021,商品房销售面积,484.6
重庆,2021,商品房销售面积,6197.71
成都,2021,商品房销售面积,3644.11
贵阳,2021,商品房销售面积,1407.55
昆明,2021,商品房销售面积,1297.56
西安,2021,商品房销售面积,1492.92
兰州,2021,商品房销售面积,799.58
西宁,2021,商品房销售面积,226.64
银川,2021,商品房销售面积,641.57
乌鲁木齐,2021,商品房销售面积,764.16
北京,2020,商品房销售面积,970.88
